dem_per,third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,pop,state_gdp,area,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,53.98242188,50.37726593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,52.38230515,46.69601059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,52.57203293,46.69601059
42.3,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,2185000.0,10900000000.0,"98,378.54",4990.0,22.21012835,0,0,0,1,0,0,0,0,43.8,63.7,14,0,54.23101807,50.37726593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,15,0,44.44236374,47.44886017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,16,0,43.83395386,52.71881485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,17,0,54.49962234,52.71881485
47.6,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,2326000.0,16800000000.0,"98,378.54",7220.0,23.64336775,0,0,0,1,0,0,0,0,42.3,43.8,18,0,45.49475479,47.44886017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,19,0,72.13575745,65.51811218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,20,0,66.10314178,65.51811218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,21,0,54.97581482,65.51811218
38.7,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,2638000.0,28400000000.0,"98,378.54",10800.0,26.81479111,0,0,0,1,0,0,0,0,47.6,42.3,22,0,60.45752335,65.51811218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,23,0,57.13175964,54.57243729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,24,0,57.36475372,48.97300339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,25,0,68.54450226,48.97300339
43.7,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,2679000.0,33700000000.0,"98,378.54",12600.0,27.23154867,0,0,0,1,0,0,0,0,38.7,47.6,26,0,60.60942459,54.57243729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,27,0,56.52190399,49.53470612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,28,0,51.86094666,48.55465698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,29,0,58.70181656,48.55465698
51.3,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,2768000.0,44600000000.0,"98,378.54",16100.0,28.13621751,0,0,0,1,0,0,0,0,43.7,38.7,30,0,56.6739502,49.53470612
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,31,0,65.17717743,62.55295563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,32,0,64.12533569,64.12195587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,33,0,63.74029922,64.12195587
42.5,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,2972000.0,59400000000.0,"98,378.54",20000.0,30.20984048,0,0,0,1,0,0,0,0,51.3,43.7,34,0,64.69506836,62.55295563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,35,0,67.4017868,64.09764099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,66.76795959,64.25846863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,59.54074478,64.25846863
47.2,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,3195000.0,81600000000.0,"98,378.54",25500.0,32.476595,0,0,0,1,0,0,0,0,42.5,51.3,38,0,69.01617432,64.09764099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,56.53935242,53.05398941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,53.16732025,55.06874466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,53.70761871,55.06874466
47.0,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,3421000.0,108000000000.0,"98,378.54",31600.0,34.77384397,0,0,0,1,0,0,0,0,47.2,42.5,42,0,59.20533371,53.05398941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,58.50491714,54.32394409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,63.15984726,56.76860809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,61.61587524,56.76860809
51.3,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,3583000.0,127000000000.0,"98,378.54",35400.0,36.42054456,0,0,0,1,0,0,0,0,47.0,47.2,46,0,52.31438065,54.09758759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,58.01951599,57.03571701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,62.44208145,62.11066437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,61.46369171,62.11066437
57.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,3783000.0,162000000000.0,"98,378.54",42800.0,38.45350825,0,0,0,1,0,0,0,0,51.3,47.0,50,0,62.87963104,57.03571701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,71.63258362,65.85009766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,62.59263611,68.36016083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,53.83182907,68.36016083
54.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,3899000.0,171000000000.0,"98,378.54",43900.0,39.63262720000001,0,0,0,1,0,0,0,0,57.0,51.3,54,0,74.06719971,65.85009766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,55.75248337,61.70068359
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,55.31065369,65.00000763
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,54.85599136,65.00000763
50.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,4091000.0,203000000000.0,"98,378.54",49600.0,41.58427234,0,0,0,1,0,0,0,0,54.0,57.0,58,0,57.40513229,61.70068359
46.9,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,1,0,0,0,0,0,0,0,,,0,0,,
43.3,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,46.9,,1,0,,
51.1,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,43.3,46.9,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,48.0,52.0,3,0,53.05808639999999,51.33010101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,48.0,4,0,63.77390671,64.8547821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,5,0,63.77884293,64.8547821
64.9,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,1,0,0,0,0,0,0,0,51.1,43.3,6,0,70.50741577,61.96194458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,7,0,66.60301208,44.73033142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,8,0,56.14398193,48.83000946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,9,0,54.45297623,48.83000946
47.6,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,1,0,0,0,0,0,0,0,64.9,51.1,10,0,67.71591187,44.73033142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,11,0,54.36751938,44.90229034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,12,0,61.92989349,46.95200729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,13,0,57.99335479999999,46.95200729
39.1,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,11900000.0,60300000000.0,"46,054.34",5070.0,258.3904145,1,0,0,0,0,0,0,0,47.6,64.9,14,0,61.84376526,44.90229034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,15,0,58.16867065,64.93354034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,16,0,59.05624771,60.53420639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,17,0,57.31560516,61.12364960000001
50.4,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,11800000.0,84100000000.0,"46,054.34",7130.0,256.2190664,1,0,0,0,0,0,0,0,39.1,47.6,18,0,56.94215775,64.93354034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,19,0,62.02325821,66.93319702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,20,0,55.43725586,65.4186554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,21,0,46.82581329,65.5337677
42.5,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,11900000.0,121000000000.0,"46,054.34",10200.0,258.3904145,1,0,0,0,0,0,0,0,50.4,39.1,22,0,54.12042618,67.17190552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,23,0,49.93015671,47.16416168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,24,0,50.38302612,44.24194717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,25,0,61.42207718,44.44274902
46.0,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,11900000.0,152000000000.0,"46,054.34",12800.0,258.3904145,1,0,0,0,0,0,0,0,42.5,50.4,26,0,48.92887497,47.22354889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,27,0,57.63808441,43.25049591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,28,0,57.0975914,43.141143799999995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,29,0,64.71923828,42.997974400000004
48.4,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,12000000.0,203000000000.0,"46,054.34",16900.0,260.5617625,1,0,0,0,0,0,0,0,46.0,42.5,30,0,56.05510329999999,43.32512283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,31,0,63.52940369,58.17717743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,32,0,57.36204147,57.81147003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,33,0,54.54813766,57.88518143
45.1,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,12000000.0,255000000000.0,"46,054.34",21300.0,260.5617625,1,0,0,0,0,0,0,0,48.4,46.0,34,0,65.74315643,57.35183334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,35,0,53.75746536,59.71133423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,36,0,53.14864731,59.9765358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,37,0,47.93865204,56.389587399999996
49.2,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,12000000.0,313000000000.0,"46,054.34",26100.0,260.5617625,1,0,0,0,0,0,0,0,45.1,48.4,38,0,57.38005829,59.87142563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,39,0,50.99113464,39.9784317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,40,0,57.65853119,38.14889908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,41,0,56.29254913,38.14889908
50.6,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,12300000.0,390000000000.0,"46,054.34",31700.0,267.0758065,1,0,0,0,0,0,0,0,49.2,45.1,42,0,49.27009201,39.50449371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,43,0,54.65074921,35.65943146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,44,0,55.03071976,36.24047089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,45,0,51.88532257,36.24047089
50.9,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,12300000.0,455000000000.0,"46,054.34",37000.0,267.0758065,1,0,0,0,0,0,0,0,50.6,49.2,46,0,47.44041824,35.74788666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,47,0,53.79531479,53.65574265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,48,0,57.53421021,53.13146591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,49,0,60.50166321,53.13146591
54.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,12600000.0,561000000000.0,"46,054.34",44500.0,273.5898506,1,0,0,0,0,0,0,0,50.9,50.6,50,0,54.22881699,53.36948776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,51,0,68.58189392,54.88837814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,52,0,62.8115387,55.08269501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,53,0,54.85113907,54.58766937
52.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,12800000.0,619000000000.0,"46,054.34",48400.0,277.9325466,1,0,0,0,0,0,0,0,54.0,50.9,54,0,71.82540131,54.88837814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,55,0,50.752388,35.15764618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,56,0,52.18443679999999,35.93121719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,57,0,51.32223129,35.74567032
48.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,12800000.0,710000000000.0,"46,054.34",55500.0,277.9325466,1,0,0,0,0,0,0,0,52.0,54.0,58,0,48.60576629999999,35.15764618
49.0,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,1,0,0,0,0,0,0,0,,,0,0,,
41.7,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,49.0,,1,0,,
63.6,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,1,0,0,0,0,0,0,0,41.7,49.0,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,54.0,63.0,3,0,81.67412567,69.30332184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,54.0,4,0,87.99191284,65.98339844
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,5,0,88.21351624,65.98339844
80.9,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,1,0,0,0,0,0,0,0,63.6,41.7,6,0,85.85767365,51.66772461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,7,0,82.8271637,54.79068756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,8,0,80.4180603,55.04666901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,9,0,81.19499207,55.04666901
64.0,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,1,0,0,0,0,0,0,0,80.9,63.6,10,0,83.41440582,54.79068756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,11,0,74.34198761,55.66426086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,12,0,79.02954102,66.61217499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,13,0,75.98377228,66.61217499
46.8,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,969000.0,4600000000.0,"1,544.89",4750.0,627.2291231,1,0,0,0,0,0,0,0,64.0,80.9,14,0,68.46607208,55.66426086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,15,0,68.34889984,66.61217499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,16,0,77.37886047,66.61217499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,17,0,73.33282471,66.61217499
55.4,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,936000.0,6000000000.0,"1,544.89",6410.0,605.868379,1,0,0,0,0,0,0,0,46.8,64.0,18,0,69.65866852,66.61217499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,19,0,85.11244202,65.25402832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,20,0,63.85671997,66.11334229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,21,0,69.12302399,66.11334229
47.7,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,949000.0,8840000000.0,"1,544.89",9320.0,614.2832176,1,0,0,0,0,0,0,0,55.4,46.8,22,0,75.62941742,65.25402832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,23,0,69.45392609,66.11334229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,24,0,71.43948364,67.07746887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,25,0,86.03082275,67.07746887
48.0,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,960000.0,12300000000.0,"1,544.89",12800.0,621.4034656,1,0,0,0,0,0,0,0,47.7,55.4,26,0,75.16855621,66.11334229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,27,0,73.42854309,66.70272064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,28,0,69.45848083,57.70875549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,29,0,76.03978729,57.70875549
55.6,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,993000.0,17900000000.0,"1,544.89",18000.0,642.7642097,1,0,0,0,0,0,0,0,48.0,47.7,30,0,73.05168915,66.70272064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,31,0,79.1229248,57.70875549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,32,0,66.60662079,56.71529388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,33,0,68.3454895,56.71529388
47.0,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1001000.0,21700000000.0,"1,544.89",21700.0,647.9425719999999,1,0,0,0,0,0,0,0,55.6,48.0,34,0,91.56639099,57.70875549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,35,0,71.69335938,67.75653839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,36,0,69.37098694,67.75653839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,37,0,62.01061249,67.75653839
59.7,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,988000.0,25500000000.0,"1,544.89",25800.0,639.5277334,1,0,0,0,0,0,0,0,47.0,55.6,38,0,63.80406952,67.75653839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,39,0,62.31818771,57.10093689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,40,0,69.54197693,57.0841713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,41,0,77.11351013,57.0841713
61.0,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1048000.0,32300000000.0,"1,544.89",30800.0,678.36545,1,0,0,0,0,0,0,0,59.7,47.0,42,0,67.1894989,57.10093689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,43,0,72.90249634,58.102783200000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,44,0,85.75842285,59.50704193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,45,0,79.57804108,59.50704193
59.4,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,1073000.0,40300000000.0,"1,544.89",37600.0,694.5478319,1,0,0,0,0,0,0,0,61.0,59.7,46,0,77.25654602,58.102783200000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,47,0,82.42434692,59.50704193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,48,0,83.29272461,59.50704193
